Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
872,30630,species,Streaked Spiderhunter,Arachnothera magna,1,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,11 Jan 2025,L1059220,S208794113,,1
873,30610,species,Little Spiderhunter,Arachnothera longirostra,2,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,11 Jan 2025,L1059220,S208794113,,1
874,30510,species,Black-throated Sunbird,Aethopyga saturata,1,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,11 Jan 2025,L1059220,S208794113,,1
875,24591,species,Black Bulbul,Hypsipetes leucocephalus,2,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,11 Jan 2025,L1059220,S208794113,,1
876,24504,species,Gray-eyed Bulbul,Iole propinqua,1,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,11 Jan 2025,L1059220,S208794113,,1
877,24480,species,Puff-throated Bulbul,Alophoixus pallidus,4,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,11 Jan 2025,L1059220,S208794113,,1
878,10776,species,Blue-throated Barbet,Psilopogon asiaticus,1,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,11 Jan 2025,L1059220,S208794113,,1
879,8085,species,Crested Goshawk,Lophospiza trivirgata,1,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,11 Jan 2025,L1059220,S208794113,,1
880,3299,species,Violet Cuckoo,Chrysococcyx xanthorhynchus,1,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,11 Jan 2025,L1059220,S208794113,,1
881,31678,species,Gray Wagtail,Motacilla cinerea,1,Chiang Dao Nest 1 Resort,TH-50,10 Jan 2025,L16673343,S208690606,,1
882,30667,species,Blue-winged Leafbird,Chloropsis moluccensis,2,Chiang Dao Nest 1 Resort,TH-50,10 Jan 2025,L16673343,S208690606,,1
883,29088,species,Verditer Flycatcher,Eumyias thalassinus,1,Chiang Dao Nest 1 Resort,TH-50,10 Jan 2025,L16673343,S208690606,,1
884,31720,species,White Wagtail,Motacilla alba,,"Mekong Slow Boat, Laos",LA-OU,06 Jan 2025,L39219219,S208238693,,1
885,30543,species,Crimson Sunbird,Aethopyga siparaja,2,Luang Prabang--Tad Kuang Si,LA-LP,04 Jan 2025,L8285577,S207960170,,1
886,26384,species,Brown-cheeked Fulvetta,Alcippe poioicephala,3,Luang Prabang--Tad Kuang Si,LA-LP,04 Jan 2025,L8285577,S207960170,,1
887,25647,species,Indian White-eye,Zosterops palpebrosus,1,Luang Prabang--Tad Kuang Si,LA-LP,04 Jan 2025,L8285577,S207960170,,1
888,25619,species,Swinhoe's White-eye,Zosterops simplex,1,Luang Prabang--Tad Kuang Si,LA-LP,04 Jan 2025,L8285577,S207960170,,1
889,24970,species,Sulphur-breasted Warbler,Phylloscopus ricketti,1,Luang Prabang--Tad Kuang Si,LA-LP,04 Jan 2025,L8285577,S207960170,,1
890,19042,species,White-bellied Erpornis,Erpornis zantholeuca,1,Luang Prabang--Tad Kuang Si,LA-LP,04 Jan 2025,L8285577,S207960170,,1
891,7880,species,Jerdon's Baza,Aviceda jerdoni,1,Vang Vieng--Pha Ngern-Khan Kham valley,LA-VI,31 Dec 2024,L11545331,S208693156,,1
892,31095,species,White-rumped Munia,Lonchura striata,7,Don Khon,LA-CH,22 Dec 2024,L7136255,S206156018,,1
893,29652,species,Blue Rock-Thrush,Monticola solitarius,1,Don Khon,LA-CH,22 Dec 2024,L7136255,S206156018,,1
894,25906,species,Pin-striped Tit-Babbler,Mixornis gularis,2,Don Khon,LA-CH,22 Dec 2024,L7136255,S206156018,,1
895,20479,species,Hair-crested Drongo,Dicrurus hottentottus,3,Don Khon,LA-CH,22 Dec 2024,L7136255,S206156018,,1
896,19956,species,Bar-winged Flycatcher-shrike,Hemipus picatus,1,Don Khon,LA-CH,22 Dec 2024,L7136255,S206156018,,1
897,30134,species,Ruby-cheeked Sunbird,Chalcoparia singalensis,1,Don Khon,LA-CH,20 Dec 2024,L7136255,S205998205,,1
898,24689,species,Streak-eared Bulbul,Pycnonotus conradi,1,Don Khon,LA-CH,20 Dec 2024,L7136255,S205998205,,1
899,24639,species,Black-crested Bulbul,Rubigula flaviventris,2,Don Khon,LA-CH,20 Dec 2024,L7136255,S205998205,,1
900,18722,species,Oriental Cuckooshrike,Coracina javensis,1,Virachey National Park,KH-16,18 Dec 2024,L38688123,S205796343,,1
901,10358,species,Dollarbird,Eurystomus orientalis,2,Virachey National Park,KH-16,18 Dec 2024,L38688123,S205796343,,1
902,1620,species,Red Junglefowl,Gallus gallus,2,Virachey National Park,KH-16,18 Dec 2024,L38688123,S205796343,,1
903,24733,species,Red-whiskered Bulbul,Pycnonotus jocosus,5,"Banlung, Ratanakiri",KH-16,15 Dec 2024,L38621086,S205447896,,1
904,24941,species,Arctic Warbler,Phylloscopus borealis,1,"Banlung, Ratanakiri",KH-16,15 Dec 2024,L38621086,S205430746,,1
905,24620,species,Black-headed Bulbul,Microtarsus melanocephalos,4,Kratie--rice fields and marshes,KH-10,12 Dec 2024,L1437433,S205153785,,1
906,7673,species,Little Heron,Butorides atricapilla,1,Kratie--rice fields and marshes,KH-10,12 Dec 2024,L1437433,S205153785,,1
907,540,species,Indian Spot-billed Duck,Anas poecilorhyncha,2,Kratie--rice fields and marshes,KH-10,12 Dec 2024,L1437433,S205153785,,1
908,6125,species,Common Sandpiper,Actitis hypoleucos,,"Krachech, Cambodia",KH-10,11 Dec 2024,L38554050,S205064011,,1
909,3186,species,Green-billed Malkoha,Phaenicophaeus tristis,,"Kbal Spean, Cambodia",KH-17,08 Dec 2024,L38502673,S204798883,,1
910,7726,species,Eastern Cattle-Egret,Ardea coromanda,8,"Bantey Srei, Cambodia",KH-17,08 Dec 2024,L38502658,S204798829,,1
911,6004,species,Bronze-winged Jacana,Metopidius indicus,1,"Bantey Srei, Cambodia",KH-17,08 Dec 2024,L38502658,S204798829,,1
912,27800,species,Common Hill Myna,Gracula religiosa,1,Beng Mealea Temple,KH-17,06 Dec 2024,L1346717,S204588087,,1
913,10744,species,Lineated Barbet,Psilopogon lineatus,1,Beng Mealea Temple,KH-17,06 Dec 2024,L1346717,S204588087,,1
914,4201,species,Crested Treeswift,Hemiprocne coronata,2,Koh Ker--Pram Temple,KH-13,06 Dec 2024,L3348859,S204583429,,1
915,29113,species,Hainan Blue Flycatcher,Cyornis hainanus,2,Koh Ker Temples,KH-13,06 Dec 2024,L1702135,S204583421,,1
916,19949,species,Common Woodshrike,Tephrodornis pondicerianus,1,Koh Ker--Chrap Temple,KH-13,06 Dec 2024,L3348828,S204583415,,1
917,18614,species,Scarlet Minivet,Pericrocotus speciosus,7,Koh Ker--Chrap Temple,KH-13,06 Dec 2024,L3348828,S204583415,,1
918,29553,species,Taiga Flycatcher,Ficedula albicilla,1,Koh Ker--Chrap Temple,KH-13,06 Dec 2024,L3348828,S204583398,,1
919,29157,species,Indochinese Blue Flycatcher,Cyornis sumatrensis,1,Koh Ker--Chrap Temple,KH-13,06 Dec 2024,L3348828,S204583398,,1
920,21408,species,Red-billed Blue-Magpie,Urocissa erythroryncha,1,Koh Ker--Pram Temple,KH-13,06 Dec 2024,L3348859,S204583384,,1
921,20533,species,Greater Racket-tailed Drongo,Dicrurus paradiseus,1,Koh Ker--Pram Temple,KH-13,06 Dec 2024,L3348859,S204583384,,1
922,11988,species,White-rumped Falcon,Neohierax insignis,2,Koh Ker--Pram Temple,KH-13,06 Dec 2024,L3348859,S204583384,,1
923,11607,species,Common Flameback,Dinopium javanense,1,Koh Ker--Pram Temple,KH-13,06 Dec 2024,L3348859,S204583384,,1
924,9811,species,Asian Green Bee-eater,Merops orientalis,8,Koh Ker--Pram Temple,KH-13,06 Dec 2024,L3348859,S204583384,,1
925,3360,species,Banded Bay Cuckoo,Cacomantis sonneratii,2,Koh Ker--Pram Temple,KH-13,06 Dec 2024,L3348859,S204583384,,1
926,258,species,Lesser Whistling-Duck,Dendrocygna javanica,25,Koh Ker--Pram Temple,KH-13,06 Dec 2024,L3348859,S204583384,,1
927,24239,species,Eastern Red-rumped Swallow,Cecropis daurica,40,Svay Lue grasslands,KH-13,06 Dec 2024,L3348868,S204574837,,1
928,31861,species,Olive-backed Pipit,Anthus hodgsoni,4,Svay Lue grasslands,KH-13,06 Dec 2024,L3348868,S204573761,,1
929,31568,species,Plain-backed Sparrow,Passer flaveolus,1,Svay Lue grasslands,KH-13,06 Dec 2024,L3348868,S204573761,,1
930,30677,species,Golden-fronted Leafbird,Chloropsis aurifrons,3,Svay Lue grasslands,KH-13,06 Dec 2024,L3348868,S204573761,,1
931,24765,species,Sooty-headed Bulbul,Pycnonotus aurigaster,1,Svay Lue grasslands,KH-13,06 Dec 2024,L3348868,S204573761,,1
932,18640,species,Brown-rumped Minivet,Pericrocotus cantonensis,1,Svay Lue grasslands,KH-13,06 Dec 2024,L3348868,S204573761,,1
933,18577,species,Small Minivet,Pericrocotus cinnamomeus,2,Svay Lue grasslands,KH-13,06 Dec 2024,L3348868,S204573761,,1
934,11236,species,Gray-capped Pygmy Woodpecker,Yungipicus canicapillus,1,Svay Lue grasslands,KH-13,06 Dec 2024,L3348868,S204573761,,1
935,9065,species,Asian Barred Owlet,Glaucidium cuculoides,1,Svay Lue grasslands,KH-13,06 Dec 2024,L3348868,S204573761,,1
936,31667,species,Forest Wagtail,Dendronanthus indicus,1,Angkor Temple Complex (Please use more specific hotspot if possible),KH-17,04 Dec 2024,L10333252,S204491145,,1
937,29638,species,White-throated Rock-Thrush,Monticola gularis,1,Angkor Temple Complex (Please use more specific hotspot if possible),KH-17,04 Dec 2024,L10333252,S204491145,,1
938,12370,species,Red-breasted Parakeet,Psittacula alexandri,6,Angkor Temple Complex (Please use more specific hotspot if possible),KH-17,04 Dec 2024,L10333252,S204491145,,1
939,12343,species,Alexandrine Parakeet,Psittacula eupatria,,"Ta Prohm, Cambodia",KH-17,03 Dec 2024,L38409028,S204352066,,1
940,30450,species,Purple Sunbird,Cinnyris asiaticus,2,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204030643,,1
941,30156,species,Brown-throated Sunbird,Anthreptes malacensis,1,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204030643,,1
942,20028,species,Great Iora,Aegithina lafresnayei,2,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204030643,,1
943,23161,species,Dark-necked Tailorbird,Orthotomus atrogularis,2,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204027758,,1
944,20011,species,Common Iora,Aegithina tiphia,1,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204027758,,1
945,10343,species,Indochinese Roller,Coracias affinis,1,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204027758,,1
946,7803,species,Spot-billed Pelican,Pelecanus philippensis,100,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204027758,,1
947,7411,species,Indian Cormorant,Phalacrocorax fuscicollis,1,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204027758,,1
948,7309,species,Painted Stork,Mycteria leucocephala,200,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204027758,,1
949,7307,species,Milky Stork,Mycteria cinerea,5,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204027758,,1
950,7304,species,Greater Adjutant,Leptoptilos dubius,2,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204027758,,1
951,7302,species,Lesser Adjutant,Leptoptilos javanicus,6,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204027758,,1
952,5552,species,White-breasted Waterhen,Amaurornis phoenicurus,2,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,30 Nov 2024,L1110389,S204027758,,1
953,7374,species,Oriental Darter,Anhinga melanogaster,11,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,29 Nov 2024,L1110389,S203936739,,1
954,30454,species,Ornate Sunbird,Cinnyris ornatus,5,Prek Toal village and Bird Sanctuary (Ramsar site),KH-2,29 Nov 2024,L1110389,S203933918,,1
955,8357,species,Brahminy Kite,Haliastur indus,,"Tonle Sap Floating Village, Cambodia",KH-2,29 Nov 2024,L38321265,S203933116,,1
956,27882,species,Great Myna,Acridotheres grandis,1,Stoeng Sangke,KH-2,29 Nov 2024,L3357846,S203919631,,1
957,24804,species,Yellow-browed Warbler,Phylloscopus inornatus,1,Stoeng Sangke,KH-2,29 Nov 2024,L3357846,S203919631,,1
958,20470,species,Bronzed Drongo,Dicrurus aeneus,3,Stoeng Sangke,KH-2,29 Nov 2024,L3357846,S203919631,,1
959,10089,species,Black-capped Kingfisher,Halcyon pileata,1,Stoeng Sangke,KH-2,29 Nov 2024,L3357846,S203919631,,1
960,10076,species,White-throated Kingfisher,Halcyon smyrnensis,1,Stoeng Sangke,KH-2,29 Nov 2024,L3357846,S203919631,,1
961,7397,species,Great Cormorant,Phalacrocorax carbo,2,Stoeng Sangke,KH-2,29 Nov 2024,L3357846,S203919631,,1
962,7279,species,Asian Openbill,Anastomus oscitans,2,Stoeng Sangke,KH-2,29 Nov 2024,L3357846,S203919631,,1
963,23148,species,Common Tailorbird,Orthotomus sutorius,1,Wat Phnom,KH-12,25 Nov 2024,L3991252,S203544934,,1
964,33415,species,Eastern Towhee,Pipilo erythrophthalmus,,"Fozzard Farm, NC",US-NC,27 Oct 2024,L37650232,S200503486,,1
965,485,species,Blue-winged Teal,Spatula discors,,"Beaver Lake, NC",US-NC,26 Oct 2024,L37617426,S200346429,,1
966,27348,species,Carolina Wren,Thryothorus ludovicianus,1,Holmes Bend Marina & Rec. Area,US-KY,22 Oct 2024,L5140401,S199925359,,1
967,16924,species,Eastern Wood-Pewee,Contopus virens,1,Holmes Bend Marina & Rec. Area,US-KY,22 Oct 2024,L5140401,S199925359,,1
968,11762,species,Pileated Woodpecker,Dryocopus pileatus,2,Holmes Bend Marina & Rec. Area,US-KY,22 Oct 2024,L5140401,S199925359,,1
969,34141,species,Black-throated Blue Warbler,Setophaga caerulescens,,"Lake of Bays, Ontario",CA-ON,13 Sep 2024,L36140594,S196117236,,1
970,33201,species,White-throated Sparrow,Zonotrichia albicollis,,"Lake of Bays, Ontario",CA-ON,12 Sep 2024,L36140594,S194888631,,1
971,19267,species,Red-eyed Vireo,Vireo olivaceus,,"Lake of Bays, Ontario",CA-ON,28 Aug 2024,L36140594,S193107511,,1
972,33007,species,Brewer's Sparrow,Spizella breweri,,"Elephant Rock Campground (Buena Vista, CO)",US-CO,20 Aug 2024,L35942956,S192206001,,1
973,21181,species,Canada Jay,Perisoreus canadensis,,Ptarmigan Lake Trailhead,US-CO,20 Aug 2024,L35940699,S192195163,,1
974,32221,species,Pine Grosbeak,Pinicola enucleator,,Ptarmigan Lake Trailhead,US-CO,20 Aug 2024,L35940699,S192398123,,1
975,22065,species,Black-capped Chickadee,Poecile atricapillus,,"Dixon Creek (Fort Collins, CO)",US-CO,16 Aug 2024,L35823168,S191692036,,1
976,28069,species,Sage Thrasher,Oreoscoptes montanus,1,Pawnee NG (Please use more-specific locations),US-CO,16 Aug 2024,L109302,S191683194,,1
977,22710,species,Horned Lark,Eremophila alpestris,,Pawnee National Grasslands,US-CO,15 Aug 2024,L35801605,S191597812,,1
978,33032,species,Lark Bunting,Calamospiza melanocorys,,Pawnee National Grasslands,US-CO,15 Aug 2024,L35801605,S191597779,,1
979,3492,species,Common Nighthawk,Chordeiles minor,,Pawnee National Grasslands,US-CO,15 Aug 2024,L35801605,S191597799,,1
980,17472,species,Eastern Kingbird,Tyrannus tyrannus,,"Freeman, SD",US-SD,13 Aug 2024,L28371286,S191339792,,1
981,11145,species,Red-headed Woodpecker,Melanerpes erythrocephalus,,"Freeman, SD",US-SD,12 Aug 2024,L28371286,S191212312,,1
982,4839,species,Broad-tailed Hummingbird,Selasphorus platycercus,,Between Savery and Encampment (Wyoming),US-WY,11 Aug 2024,L35684854,S191078431,,1
983,8504,species,Swainson's Hawk,Buteo swainsoni,,"Delta, Utah",US-UT,10 Aug 2024,L35649375,S190929096,,1
984,1765,species,Chukar,Alectoris chukar,,Confusion Range (Highway 50),US-UT,10 Aug 2024,L35649289,S190928820,N,1
985,32498,species,Red Crossbill,Loxia curvirostra,,Great Basin National Park Summit Trail,US-NV,10 Aug 2024,L35643181,S190907433,,1
986,4826,species,Rufous Hummingbird,Selasphorus rufus,,Snake Creek Campsite,US-NV,10 Aug 2024,L35641227,S190900206,,1
987,33018,species,Black-throated Sparrow,Amphispiza bilineata,,Great Basin National Park Visitor Center,US-NV,10 Aug 2024,L35641092,S190899773,,1
988,6129,species,Solitary Sandpiper,Tringa solitaria,,Ramp rd (Bridgeport),US-CA,08 Aug 2024,L35596877,S190716978,,1
989,7468,species,White-faced Ibis,Plegadis chihi,,Ramp rd (Bridgeport),US-CA,08 Aug 2024,L35596877,S190716245,,1
990,16890,species,Olive-sided Flycatcher,Contopus cooperi,,Silliman Lake Area,US-CA,03 Aug 2024,L35451718,S190114001,,1
991,1320,species,Sooty Grouse,Dendragapus fuliginosus,,Silliman Lake Area,US-CA,02 Aug 2024,L35451718,S190113846,,1
992,4803,species,Black-chinned Hummingbird,Archilochus alexandri,,Bakersfield,US-CA,28 Jul 2024,L35268317,S189326237,,1
993,1966,species,Band-tailed Pigeon,Patagioenas fasciata,,San Pedro Valley Park,US-CA,30 Jun 2024,L34142125,S184679043,,1
994,33770,species,Baltimore Oriole,Icterus galbula,,"Narrowsburg, NY",US-NY,09 Jun 2024,L32989417,S180420493,,1
995,762,species,Common Merganser,Mergus merganser,,"Narrowsburg, NY",US-NY,09 Jun 2024,L32989417,S180420411,,1
996,34058,species,American Redstart,Setophaga ruticilla,,"Narrowsburg, NY",US-NY,07 Jun 2024,L32989417,S179999442,,1
997,17007,species,Eastern Phoebe,Sayornis phoebe,,"Narrowsburg, NY",US-NY,07 Jun 2024,L32989417,S179998374,,1
998,32990,species,Chipping Sparrow,Spizella passerina,,291 Eagles Nest,US-NY,07 Jun 2024,L32980421,S179962006,,1
999,22160,species,Tufted Titmouse,Baeolophus bicolor,,291 Eagles Nest,US-NY,07 Jun 2024,L32980421,S179963510,,1
1000,28000,species,Gray Catbird,Dumetella carolinensis,,Catskills,US-NY,07 Jun 2024,L32964538,S179901098,,1
1001,33029,species,Lark Sparrow,Chondestes grammacus,1,Sunol Regional Wilderness,US-CA,27 May 2024,L302253,S177721167,,1
1002,21477,species,Yellow-billed Magpie,Pica nuttalli,3,Sunol Regional Wilderness,US-CA,27 May 2024,L302253,S177721167,,1
1003,17467,species,Western Kingbird,Tyrannus verticalis,1,Sunol Regional Wilderness,US-CA,27 May 2024,L302253,S177721167,,1
1004,8064,species,Golden Eagle,Aquila chrysaetos,3,Sunol Regional Wilderness,US-CA,27 May 2024,L302253,S177721167,,1
1005,8403,species,Snail Kite,Rostrhamus sociabilis,,Grassy Waters Preserve,US-FL,04 May 2024,L31263104,S171939519,,1
1006,7533,species,Roseate Spoonbill,Platalea ajaja,,Grassy Waters Preserve,US-FL,04 May 2024,L31263104,S171949787,,1
1007,12819,species,Monk Parakeet,Myiopsitta monachus,,Lilac Park (Florida),US-FL,03 May 2024,L31213955,S171687161,N,1
1008,33853,species,Common Grackle,Quiscalus quiscula,,Lost Tree,US-FL,02 May 2024,L23836151,S171613349,,1
1009,33962,species,Black-and-white Warbler,Mniotilta varia,2,John D. MacArthur Beach SP,US-FL,30 Apr 2024,L127414,S171141172,,1
1010,17334,species,Great Crested Flycatcher,Myiarchus crinitus,1,John D. MacArthur Beach SP,US-FL,30 Apr 2024,L127414,S171141172,,1
1012,33858,species,Boat-tailed Grackle,Quiscalus major,,Lost Tree,US-FL,29 Apr 2024,L23836151,S171033508,,1
1013,21570,species,Fish Crow,Corvus ossifragus,,Lost Tree,US-FL,29 Apr 2024,L23836151,S170995069,,1
1014,7462,species,White Ibis,Eudocimus albus,,Lost Tree,US-FL,29 Apr 2024,L23836151,S171029866,,1
1015,3896,species,Chimney Swift,Chaetura pelagica,,Lost Tree,US-FL,29 Apr 2024,L23836151,S171032959,,1
1016,33244,species,Savannah Sparrow,Passerculus sandwichensis,1,Los Vaqueros Reservoir--Walnut Trail and Staging Area,US-CA,14 Apr 2024,L1798091,S168638105,,1
1017,17010,species,Say's Phoebe,Sayornis saya,1,Los Vaqueros Reservoir--Walnut Trail and Staging Area,US-CA,14 Apr 2024,L1798091,S168638105,,1
1018,6104,species,Wilson's Snipe,Gallinago delicata,1,Los Vaqueros Reservoir--Walnut Trail and Staging Area,US-CA,14 Apr 2024,L1798091,S168638105,,1
1019,28114,species,Northern Mockingbird,Mimus polyglottos,1,Mission Creek (SF Co.),US-CA,12 Apr 2024,L604022,S168320387,,1
1020,33973,species,Orange-crowned Warbler,Leiothlypis celata,,"San Bruno Hills, CA",US-CA,31 Mar 2024,L30241289,S166737530,,1
1021,4831,species,Allen's Hummingbird,Selasphorus sasin,,"San Bruno Hills, CA",US-CA,31 Mar 2024,L30241289,S166731779,,1
1022,21294,species,Blue Jay,Cyanocitta cristata,,"Freeman, SD",US-SD,24 Mar 2024,L28371286,S165841819,,1
1023,27288,species,Pacific Wren,Troglodytes pacificus,,Golden Gate Park--Arboretum (San Francisco Botanical Garden),US-CA,17 Mar 2024,L1085740,S165193063,,1
1024,6891,species,Clark's Grebe,Aechmophorus clarkii,,"Oyster Point, CA",US-CA,15 Mar 2024,L25043813,S165090169,,1
1025,22150,species,Oak Titmouse,Baeolophus inornatus,3,Spring Lake Regional Park,US-CA,09 Mar 2024,L233698,S164256056,,1
1026,31534,species,House Sparrow,Passer domesticus,20,Wat Phnom,KH-12,02 Mar 2024,L3991252,S163399573,,1
1027,28790,species,Asian Brown Flycatcher,Muscicapa dauurica,1,Wat Phnom,KH-12,02 Mar 2024,L3991252,S163399573,,1
1028,21586,species,Large-billed Crow,Corvus macrorhynchos,1,Wat Phnom,KH-12,02 Mar 2024,L3991252,S163399573,,1
1029,20442,species,Ashy Drongo,Dicrurus leucophaeus,1,Wat Phnom,KH-12,02 Mar 2024,L3991252,S163399573,,1
1030,10693,species,Coppersmith Barbet,Psilopogon haemacephalus,1,Wat Phnom,KH-12,02 Mar 2024,L3991252,S163399573,,1
1031,4059,species,White-nest Swiftlet,Aerodramus fuciphagus,5,Wat Phnom,KH-12,02 Mar 2024,L3991252,S163399573,,1
1032,7641,species,Pacific Reef-Heron,Egretta sacra,,"Saracen Bay, Cambodia",KH-18,01 Mar 2024,L29578579,S163313099,,1
1033,30644,species,Asian Fairy-bluebird,Irena puella,3,"Koh Rong Sanloem, Preah Sihanouk KH-Sihanoukville 10.57582, 103.29640",KH-18,29 Feb 2024,L29564575,S163237281,,1
1034,30120,species,Scarlet-backed Flowerpecker,Dicaeum cruentatum,1,"Koh Rong Sanloem, Preah Sihanouk KH-Sihanoukville 10.57582, 103.29640",KH-18,29 Feb 2024,L29564575,S163237281,,1
1035,29014,species,White-rumped Shama,Copsychus malabaricus,2,"Koh Rong Sanloem, Preah Sihanouk KH-Sihanoukville 10.57582, 103.29640",KH-18,29 Feb 2024,L29564575,S163237281,,1
1036,24691,species,Stripe-throated Bulbul,Pycnonotus finlaysoni,1,"Koh Rong Sanloem, Preah Sihanouk KH-Sihanoukville 10.57582, 103.29640",KH-18,29 Feb 2024,L29564575,S163237281,,1
1037,24174,species,Pacific Swallow,Hirundo javanica,2,"Koh Rong Sanloem, Preah Sihanouk KH-Sihanoukville 10.57582, 103.29640",KH-18,29 Feb 2024,L29564575,S163237281,,1
1038,9830,species,Chestnut-headed Bee-eater,Merops leschenaulti,1,"Koh Rong Sanloem, Preah Sihanouk KH-Sihanoukville 10.57582, 103.29640",KH-18,29 Feb 2024,L29564575,S163237281,,1
1039,8376,species,White-bellied Sea-Eagle,Icthyophaga leucogaster,2,"Koh Rong Sanloem, Preah Sihanouk KH-Sihanoukville 10.57582, 103.29640",KH-18,29 Feb 2024,L29564575,S163237281,,1
1040,4127,species,Pacific Swift,Apus pacificus,3,"Koh Rong Sanloem, Preah Sihanouk KH-Sihanoukville 10.57582, 103.29640",KH-18,29 Feb 2024,L29564575,S163237281,,1
1041,7959,species,Crested Serpent-Eagle,Spilornis cheela,,"Koh Rong Sanloem, Preah Sihanouk KH-Sihanoukville 10.57582, 103.29640",KH-18,28 Feb 2024,L29564575,S163243796,,1
1042,9731,species,Oriental Pied-Hornbill,Anthracoceros albirostris,,"Koh Rong Sanloem, Cambodia",KH-18,27 Feb 2024,L29533233,S163068055,,1
1043,28997,species,Oriental Magpie-Robin,Copsychus saularis,,Phnom Penh 51 Hotel,KH-12,26 Feb 2024,L29515685,S162967552,,1
1044,31603,species,Eurasian Tree Sparrow,Passer montanus,,"Me Sang, Cambodia",KH-14,25 Feb 2024,L29485823,S162832636,,1
1045,9912,species,Common Kingfisher,Alcedo atthis,,"Me Sang, Cambodia",KH-14,25 Feb 2024,L29485823,S162834782,,1
1046,4173,species,Asian Palm Swift,Cypsiurus balasiensis,,"Me Sang, Cambodia",KH-14,25 Feb 2024,L29485823,S162832661,,1
1047,2059,species,Red Collared-Dove,Streptopelia tranquebarica,,"Me Sang, Cambodia",KH-14,24 Feb 2024,L29485823,S162812629,,1
1048,31758,species,Paddyfield Pipit,Anthus rufulus,3,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1049,31076,species,Scaly-breasted Munia,Lonchura punctulata,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1050,30904,species,Baya Weaver,Ploceus philippinus,3,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1051,29711,species,Pied Bushchat,Saxicola caprata,5,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1052,29688,species,Amur Stonechat,Saxicola stejnegeri,2,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1053,27859,species,Common Myna,Acridotheres tristis,20,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1054,27847,species,Chestnut-tailed Starling,Sturnia malabarica,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1055,24831,species,Dusky Warbler,Phylloscopus fuscatus,2,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1056,24743,species,Yellow-vented Bulbul,Pycnonotus goiavier,4,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1057,23907,species,Striated Grassbird,Megalurus palustris,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1058,23712,species,Oriental Reed Warbler,Acrocephalus orientalis,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1059,23528,species,Zitting Cisticola,Cisticola juncidis,5,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1060,23289,species,Plain Prinia,Prinia inornata,5,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1061,23167,species,Cambodian Tailorbird,Orthotomus chaktomuk,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1062,21924,species,Gray-headed Canary-Flycatcher,Culicicapa ceylonensis,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
