Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
1266,33817,species,Shiny Cowbird,Molothrus bonariensis,,Blue Horizons Resort,GD-03,26 Apr 2023,L23836020,S135049473,,1
1267,2400,species,Eared Dove,Zenaida auriculata,,Road by Seven Sisters Waterfall,GD-01,25 Apr 2023,L23835580,S135030397,,1
1268,17474,species,Gray Kingbird,Tyrannus dominicensis,,Grand Etang Lake,GD-01,25 Apr 2023,L23835553,S135030274,,1
1269,16698,species,Yellow-bellied Elaenia,Elaenia flavogaster,,Road by Seven Sisters Waterfall,GD-01,25 Apr 2023,L23835488,S135030040,,1
1270,33889,species,Carib Grackle,Quiscalus lugubris,,Grand Anse Beach (Esther’s bar),GD-03,25 Apr 2023,L23835367,S135029415,,1
1271,28761,species,Spectacled Thrush,Turdus nudigenis,,Grand Etang Lake,GD-01,25 Apr 2023,L23835315,S135029283,,1
1272,4938,species,Antillean Crested Hummingbird,Orthorhyncus cristatus,,Grand Etang Lake,GD-01,25 Apr 2023,L23835315,S135029169,,1
1273,28101,species,Tropical Mockingbird,Mimus gilvus,,Blue Horizons Resort,GD-03,25 Apr 2023,L23836020,S135032884,,1
1274,6490,species,Laughing Gull,Leucophaeus atricilla,,Grand Anse Beach,GD-03,25 Apr 2023,L23835387,S135029481,,1
1275,6232,species,Semipalmated Sandpiper,Calidris pusilla,,Grand Anse Beach,GD-03,25 Apr 2023,L23836007,S135032812,,1
1276,35017,species,Lesser Antillean Tanager,Stilpnia cucullata,,Grand Etang Lake,GD-01,25 Apr 2023,L23835344,S135029323,,1
1277,7704,species,Green Heron,Butorides virescens,,Grand Etang Lake,GD-01,25 Apr 2023,L23835292,S135029012,,1
1278,1948,species,Scaly-naped Pigeon,Patagioenas squamosa,,Grand Etang Lake,GD-01,25 Apr 2023,L23836291,S135034207,,1
1279,6189,species,Sanderling,Calidris alba,,Lost Tree,US-FL,25 Apr 2023,L23836151,S135033560,,1
1280,4242,species,Rufous-breasted Hermit,Glaucis hirsutus,,Near Grand Etang Lake,GD-01,25 Apr 2023,L23901492,S135379805,,1
1281,7724,species,Western Cattle-Egret,Ardea ibis,,Road by Blue Horizons Resort,GD-03,25 Apr 2023,L23835421,S135029649,,1
1282,7315,species,Magnificent Frigatebird,Fregata magnificens,,BB Crabback,GD-03,24 Apr 2023,L23812463,S134903285,,1
1283,35722,species,Black-faced Grassquit,Melanospiza bicolor,,Grand Etang Lake,GD-01,23 Apr 2023,L23835315,S135388497,,1
1284,28751,species,Cocoa Thrush,Turdus fumigatus,,Road by Seven Sisters Waterfall,GD-01,23 Apr 2023,L23835580,S135387759,,1
1285,7600,species,Black-crowned Night Heron,Nycticorax nycticorax,,Berkeley Vivarium,US-CA,01 Apr 2023,L25336256,S142128374,,1
1286,21624,species,Common Raven,Corvus corax,1,US-California-San Francisco-344-386 Buena Vista Avenue East - 37.768x-122.442,US-CA,11 Feb 2017,L5427610,S34308656,,1
863,7783,spuh,white egret sp.,Egretta/Ardea sp.,16,Chiang Dao--Nunienoi Wetland (restricted access),TH-50,13 Jan 2025,L10229682,S209109478,,0
1011,6619,spuh,gull sp.,Larinae sp.,1,John D. MacArthur Beach SP,US-FL,30 Apr 2024,L127414,S171141172,,0
1116,6896,spuh,grebe sp.,Podicipedidae sp.,6,Sawyer Camp Trail--south,US-CA,07 Jan 2024,L390766,S158407755,,0
1160,8576,spuh,hawk sp.,Accipitridae sp. (hawk sp.),1,McGee Creek (Eastern Sierras),US-OR,08 Oct 2023,L27480216,S151990513,,0
